ID,请求ID,AccessKey名称,模型,消耗token,类型,金额（元）,时间
641670,tk-20260518201358-t7ta2k,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:13:58"
641667,tk-20260518201351-9zwyi5,MX,seedance2.0,195300,消费,-8.9838,"2026-05-18 20:13:51"
641666,tk-20260518201349-vsttva,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:13:49"
641639,tk-20260518201342-frvomg,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:13:42"
641699,tk-20260518201325-yz3775,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:13:25"
641664,tk-20260518201323-a5q2qu,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:13:23"
641622,tk-20260518201309-jpfoxr,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 20:13:10"
641659,tk-20260518201255-mh5nhp,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:12:55"
641616,tk-20260518201239-dokuel,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 20:12:39"
641656,tk-20260518201239-3d5tjn,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 20:12:39"
641655,tk-20260518201223-pep3v3,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:12:23"
641613,tk-20260518201220-5ftinn,MX,seedance2.0,110902,消费,-5.1014,"2026-05-18 20:12:20"
641612,tk-20260518201218-ulu033,MX,seedance2.0,152100,消费,-6.9966,"2026-05-18 20:12:18"
641609,tk-20260518201205-fil2yn,MX,seedance2.0,195300,消费,-8.9838,"2026-05-18 20:12:05"
641603,tk-20260518201146-37dikw,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 20:11:46"
641651,tk-20260518201144-igsmr1,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:11:44"
641647,tk-20260518201110-lq05wy,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:11:10"
641645,tk-20260518201105-m0xrvu,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:11:05"
641641,tk-20260518201047-yqyyvd,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:10:47"
641587,tk-20260518201036-tqiptx,MX,seedance2.0,281700,消费,-12.9582,"2026-05-18 20:10:36"
641638,tk-20260518201035-ocy624,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 20:10:35"
641635,tk-20260518201027-t5h4yp,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:10:27"
641634,tk-20260518201021-c0u6s0,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:10:21"
641621,tk-20260518201005-58opx5,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:10:05"
641580,tk-20260518200957-oo0zng,MX,seedance2.0,130500,消费,-6.0030,"2026-05-18 20:09:57"
641574,tk-20260518200935-obarkd,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 20:09:35"
641572,tk-20260518200933-qiq9dl,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:09:33"
641617,tk-20260518200933-0y6l59,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 20:09:33"
641567,tk-20260518200912-pegy12,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:09:12"
641608,tk-20260518200907-3cj07u,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:09:07"
641607,tk-20260518200901-c2uivg,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:09:01"
641606,tk-20260518200858-ubassv,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:08:58"
641600,tk-20260518200834-207tof,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:08:34"
641595,tk-20260518200823-y4lpoe,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:08:23"
641597,tk-20260518200817-b3zcz9,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:08:17"
641596,tk-20260518200815-bq1t57,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 20:08:15"
641549,tk-20260518200802-7clkwc,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 20:08:02"
641592,tk-20260518200759-e6f0kk,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:07:59"
641590,tk-20260518200747-6v99yu,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:07:47"
641588,tk-20260518200741-i4s4dm,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:07:41"
641585,tk-20260518200717-9pp78l,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 20:07:18"
641633,tk-20260518200713-ykjsp2,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 20:07:13"
641581,tk-20260518200709-5q1j2f,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:07:09"
641579,tk-20260518200658-u28dw3,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:06:58"
641578,tk-20260518200651-3uv1jn,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:06:51"
641498,tk-20260518200650-jmjk3g,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:06:50"
641577,tk-20260518200648-g0kk10,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:06:48"
641570,tk-20260518200626-i3rie1,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:06:26"
641569,tk-20260518200625-coa8zm,MX,seedance2.0,281700,消费,-12.9582,"2026-05-18 20:06:25"
641488,tk-20260518200617-627307,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:06:17"
641561,tk-20260518200558-qikmky,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 20:05:58"
641556,tk-20260518200542-fst8hl,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:05:42"
641601,tk-20260518200539-17q2ts,MX,seedance2.0,281700,消费,-12.9582,"2026-05-18 20:05:39"
641462,tk-20260518200513-u8r623,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:05:13"
641643,tk-20260518200502-fetpmn,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 20:05:02"
641548,tk-20260518200500-94zh31,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:05:00"
641542,tk-20260518200434-kt5stt,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:34"
641533,tk-20260518200411-qkz00g,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:11"
641527,tk-20260518200410-x7wm8s,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:10"
641528,tk-20260518200410-9c602k,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:10"
641529,tk-20260518200410-qmuwai,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:10"
641530,tk-20260518200410-zp4rp3,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:10"
641531,tk-20260518200410-ntzpol,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:10"
641532,tk-20260518200410-gwbu5h,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:10"
641434,tk-20260518200409-izqsr5,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:09"
641522,tk-20260518200409-oscru1,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:09"
641523,tk-20260518200409-20aa8j,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:09"
641524,tk-20260518200409-yrzm2f,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:09"
641525,tk-20260518200409-l6k8nv,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:09"
641526,tk-20260518200409-kw7gdb,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:09"
641508,tk-20260518200408-d1thpw,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:08"
641519,tk-20260518200408-8t0yfo,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:08"
641520,tk-20260518200408-10nhk7,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:08"
641521,tk-20260518200408-w7dks1,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:08"
641431,tk-20260518200407-y89yay,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:07"
641435,tk-20260518200407-or78hk,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:07"
641512,tk-20260518200407-hk38by,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:07"
641513,tk-20260518200407-b9at33,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:07"
641514,tk-20260518200407-s45kvy,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:07"
641515,tk-20260518200407-3wy11h,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:07"
641516,tk-20260518200407-2r15wg,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:07"
641517,tk-20260518200407-oyzo5q,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:07"
641518,tk-20260518200407-b3qy9h,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:07"
641504,tk-20260518200406-g2jsz3,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:06"
641510,tk-20260518200406-80g41b,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:06"
641511,tk-20260518200406-910cy7,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:06"
641509,tk-20260518200402-whmqcm,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 20:04:02"
641428,tk-20260518200401-jbpwz2,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:04:01"
641507,tk-20260518200401-4ft35i,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 20:04:01"
641497,tk-20260518200344-00pwo5,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:03:44"
641495,tk-20260518200337-h0vfu8,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 20:03:37"
641421,tk-20260518200330-om39pp,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 20:03:30"
641481,tk-20260518200308-c9mzit,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:03:08"
641413,tk-20260518200302-3egxvb,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 20:03:02"
641476,tk-20260518200257-lm4vgg,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:02:57"
641473,tk-20260518200253-dv43xv,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:02:53"
641411,tk-20260518200252-fu083n,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 20:02:52"
641404,tk-20260518200232-tp818n,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:02:32"
641397,tk-20260518200224-mhkn1k,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:02:24"
641393,tk-20260518200219-4fes76,MX,seedance2.0,110902,消费,-5.1014,"2026-05-18 20:02:19"
641465,tk-20260518200217-rqjwdw,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:02:17"
641461,tk-20260518200207-1azgtd,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 20:02:07"
641388,tk-20260518200206-oya5zr,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:02:06"
641389,tk-20260518200206-nwasff,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 20:02:06"
641455,tk-20260518200156-3aywup,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:01:56"
641452,tk-20260518200150-bq0o5y,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:01:50"
641382,tk-20260518200145-zu3b62,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 20:01:45"
641451,tk-20260518200145-scwtty,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 20:01:45"
641540,tk-20260518200142-2xuti2,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:01:42"
641446,tk-20260518200140-gk27aq,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:01:40"
641443,tk-20260518200128-1yjt1x,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:01:28"
641444,tk-20260518200126-pqeune,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:01:26"
641373,tk-20260518200118-zzk1a1,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 20:01:18"
641439,tk-20260518200118-xqsmi9,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:01:18"
641584,tk-20260518200111-z8cu3t,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:01:11"
641506,tk-20260518200104-n40d6w,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:01:04"
641427,tk-20260518200054-aw1039,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:00:55"
641425,tk-20260518200040-shual7,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:00:40"
641356,tk-20260518200035-r0v74b,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 20:00:35"
641354,tk-20260518200034-6gkrvw,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:00:34"
641419,tk-20260518200010-chslti,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 20:00:10"
641418,tk-20260518200003-lb0822,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 20:00:03"
641566,tk-20260518195959-dtdyde,MX,seedance2.0,281700,消费,-12.9582,"2026-05-18 19:59:59"
641409,tk-20260518195950-ky30ac,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:59:50"
641405,tk-20260518195942-0hivpa,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:59:42"
641403,tk-20260518195933-ecc17n,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:59:33"
641402,tk-20260518195932-bkkyfc,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 19:59:32"
641330,tk-20260518195931-altpg6,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:59:31"
641396,tk-20260518195925-32687s,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:59:25"
641318,tk-20260518195902-5xzz91,MX,seedance2.0,130500,消费,-6.0030,"2026-05-18 19:59:02"
641319,tk-20260518195855-f4b0sa,MX,seedance2.0,130990,消费,-6.0255,"2026-05-18 19:58:55"
641375,tk-20260518195822-die6ho,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:58:22"
641358,tk-20260518195726-xew6jk,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:57:26"
641349,tk-20260518195713-4iii1p,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:57:13"
641348,tk-20260518195712-jl4js2,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:57:12"
641285,tk-20260518195704-kdcedi,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:57:04"
641343,tk-20260518195654-4a10mk,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:56:54"
641280,tk-20260518195651-oi3k7q,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:56:51"
641339,tk-20260518195643-py1c25,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:56:43"
641334,tk-20260518195637-czdt9h,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:56:37"
641279,tk-20260518195632-2k1chb,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:56:32"
641328,tk-20260518195620-j0utfb,MX,seedance2.0,173700,消费,-7.9902,"2026-05-18 19:56:20"
641265,tk-20260518195604-6svxcq,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 19:56:04"
641324,tk-20260518195604-ixtsz1,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:56:04"
641264,tk-20260518195603-jpmaok,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:56:03"
641320,tk-20260518195556-yx8sj3,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:55:56"
641313,tk-20260518195544-5pvoqo,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:55:44"
641253,tk-20260518195533-d2vu97,MX,seedance2.0,152100,消费,-6.9966,"2026-05-18 19:55:33"
641311,tk-20260518195524-pn61q1,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:55:24"
641310,tk-20260518195521-iqz6xk,MX,seedance2.0,195300,消费,-8.9838,"2026-05-18 19:55:21"
641237,tk-20260518195458-qacyr3,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 19:54:58"
641232,tk-20260518195456-p70ypg,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:54:56"
641231,tk-20260518195454-tf66f6,MX,seedance2.0,130500,消费,-6.0030,"2026-05-18 19:54:54"
641230,tk-20260518195452-x2xrca,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 19:54:52"
641299,tk-20260518195446-ezgmez,MX,seedance2.0,303300,消费,-13.9518,"2026-05-18 19:54:46"
641220,tk-20260518195432-3mr2yd,MX,seedance2.0,173700,消费,-7.9902,"2026-05-18 19:54:32"
641216,tk-20260518195413-jfhc66,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 19:54:13"
641204,tk-20260518195402-b203mx,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 19:54:02"
641208,tk-20260518195402-x1nb5b,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:54:02"
641203,tk-20260518195358-2z4c6o,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 19:53:58"
641197,tk-20260518195329-7yo144,MX,seedance2.0,152100,消费,-6.9966,"2026-05-18 19:53:29"
641196,tk-20260518195327-ey5baw,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 19:53:27"
641194,tk-20260518195320-y71jpn,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 19:53:20"
641327,tk-20260518195313-lc33bw,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:53:13"
641190,tk-20260518195310-tncstp,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 19:53:10"
641186,tk-20260518195300-27p4w7,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:53:00"
641182,tk-20260518195255-4u4jnk,MX,seedance2.0,141034,消费,-6.4875,"2026-05-18 19:52:55"
641261,tk-20260518195251-b92v33,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:52:51"
641260,tk-20260518195242-6ex37z,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 19:52:42"
641312,tk-20260518195234-qhi689,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 19:52:34"
641249,tk-20260518195231-ngo6ab,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 19:52:31"
641168,tk-20260518195212-ze7d4t,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:52:12"
641245,tk-20260518195212-86ulux,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:52:12"
641229,tk-20260518195144-h1auje,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:51:44"
641228,tk-20260518195143-ibjdey,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:51:43"
641226,tk-20260518195141-1zg4dg,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:51:41"
641227,tk-20260518195141-nbqs2v,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:51:41"
641158,tk-20260518195138-avcwdu,MX,seedance2.0,281700,消费,-12.9582,"2026-05-18 19:51:38"
641223,tk-20260518195138-28m46r,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:51:38"
641151,tk-20260518195123-hwwjrw,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 19:51:23"
641218,tk-20260518195122-du5spn,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:51:22"
641217,tk-20260518195118-sz9sdq,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:51:18"
641213,tk-20260518195111-42mj7b,MX,seedance2.0,238500,消费,-10.9710,"2026-05-18 19:51:11"
641205,tk-20260518195106-5dnh2j,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 19:51:06"
641145,tk-20260518195102-2ve5tj,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:51:02"
641137,tk-20260518195052-m42v2s,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:50:52"
641134,tk-20260518195040-coq6u7,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:50:40"
641201,tk-20260518195037-a5mvzt,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:50:37"
641131,tk-20260518195036-422dfm,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 19:50:36"
641128,tk-20260518195033-j6sp6k,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 19:50:33"
641192,tk-20260518195018-qwbky1,MX,seedance2.0,238500,消费,-10.9710,"2026-05-18 19:50:18"
641193,tk-20260518195010-p5ayx3,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:50:10"
641183,tk-20260518194957-lfrtf5,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 19:49:57"
641103,tk-20260518194903-m3jooa,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 19:49:03"
641162,tk-20260518194901-mwom09,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:49:01"
641153,tk-20260518194833-gqdy99,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:48:33"
641091,tk-20260518194810-j08hon,MX,seedance2.0,173700,消费,-7.9902,"2026-05-18 19:48:10"
641087,tk-20260518194807-vr57i7,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 19:48:07"
641083,tk-20260518194800-y6myp3,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:48:00"
641139,tk-20260518194758-2hbn1a,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 19:47:58"
641081,tk-20260518194756-w5bd68,MX,seedance2.0,130990,消费,-6.0255,"2026-05-18 19:47:56"
641080,tk-20260518194755-h733m5,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 19:47:55"
641136,tk-20260518194751-gb90h6,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:47:51"
641076,tk-20260518194746-kd58zf,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:47:46"
641066,tk-20260518194719-fm1u1i,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 19:47:19"
641065,tk-20260518194712-cjf5ir,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:47:12"
641051,tk-20260518194630-10gnb3,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:46:30"
641047,tk-20260518194620-za1412,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:46:20"
641040,tk-20260518194607-62hki2,MX,seedance2.0,303300,消费,-13.9518,"2026-05-18 19:46:07"
641038,tk-20260518194602-06zksw,MX,seedance2.0,130990,消费,-6.0255,"2026-05-18 19:46:02"
641028,tk-20260518194532-pzqd5f,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 19:45:32"
641098,tk-20260518194531-8bxe9k,MX,seedance2.0,281700,消费,-12.9582,"2026-05-18 19:45:31"
641019,tk-20260518194517-0kohyt,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 19:45:17"
641090,tk-20260518194516-vqddx2,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 19:45:16"
641003,tk-20260518194434-ck3m5h,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:44:34"
641002,tk-20260518194433-33duel,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:44:33"
641001,tk-20260518194418-503ib6,MX,seedance2.0,90814,消费,-4.1774,"2026-05-18 19:44:18"
641068,tk-20260518194414-ejnoa1,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:44:14"
640986,tk-20260518194359-ljs9v6,MX,seedance2.0,130500,消费,-6.0030,"2026-05-18 19:43:59"
641050,tk-20260518194323-s39yai,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 19:43:23"
641037,tk-20260518194257-es9hve,MX,seedance2.0,130500,消费,-6.0030,"2026-05-18 19:42:57"
640950,tk-20260518194239-glrexo,MX,seedance2.0,238500,消费,-10.9710,"2026-05-18 19:42:39"
640949,tk-20260518194236-0vu2m8,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:42:36"
640943,tk-20260518194234-qmd815,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:42:34"
640828,tk-20260518194218-n9vvum,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 19:42:18"
641342,tk-20260518194149-q96cuj,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:41:49"
640900,tk-20260518194117-p8yurt,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:41:17"
640999,tk-20260518194115-mzvil5,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:41:15"
640877,tk-20260518194106-mqnoql,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 19:41:06"
640992,tk-20260518194103-m3ohgw,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:41:03"
640873,tk-20260518194047-k7rl1q,MX,seedance2.0,108900,消费,-5.0094,"2026-05-18 19:40:47"
640868,tk-20260518194045-9yl0gc,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:40:45"
640863,tk-20260518194030-5uuxff,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:40:30"
640864,tk-20260518194024-8lt8ba,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:40:24"
640976,tk-20260518194023-s0ur2b,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:40:23"
640837,tk-20260518193954-lrn50a,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:39:54"
640836,tk-20260518193950-71o8ai,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:39:50"
640835,tk-20260518193938-3j3p8z,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:39:38"
640953,tk-20260518193938-uxxo2l,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:39:38"
640834,tk-20260518193936-qb3yvm,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:39:36"
640940,tk-20260518193926-2kvvqb,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 19:39:26"
640833,tk-20260518193923-c2qdrn,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:39:23"
640802,tk-20260518193853-omdivz,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:38:53"
640910,tk-20260518193846-xvuxn1,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:38:46"
640907,tk-20260518193840-2brt0a,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:38:40"
640906,tk-20260518193832-h1ki4v,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 19:38:32"
640786,tk-20260518193818-wo4gun,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:38:18"
640884,tk-20260518193813-wz5nbt,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:38:13"
640785,tk-20260518193811-e6o5r0,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:38:11"
640780,tk-20260518193806-xw2298,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:38:06"
640875,tk-20260518193754-l7sj28,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 19:37:54"
640845,tk-20260518193706-wdv8f5,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 19:37:06"
640757,tk-20260518193703-jl0yv1,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 19:37:03"
